Date,SP500,IBM
2022-06-09,4017.820068359375,137.9600067138672
2022-06-10,3900.860107421875,136.19000244140625
2022-06-13,3749.6298828125,135.11000061035156
2022-06-14,3735.47998046875,135.72000122070312
2022-06-15,3789.989990234375,137.05999755859375
2022-06-16,3666.77001953125,135.6699981689453
2022-06-17,3674.840087890625,135.02000427246094
2022-06-21,3764.7900390625,137.85000610351562
2022-06-22,3759.889892578125,137.0800018310547
2022-06-23,3795.72998046875,138.44000244140625
2022-06-24,3911.739990234375,142.05999755859375
2022-06-27,3900.110107421875,142.8000030517578
2022-06-28,3821.550048828125,141.86000061035156
2022-06-29,3818.830078125,140.7100067138672
2022-06-30,3785.3798828125,141.19000244140625
2022-07-01,3825.330078125,141.1199951171875
2022-07-05,3831.389892578125,137.6199951171875
2022-07-06,3845.080078125,138.0800018310547
2022-07-07,3902.6201171875,140.8300018310547
2022-07-08,3899.3798828125,140.47000122070312
2022-07-11,3854.429931640625,141.0
2022-07-12,3818.800048828125,139.17999267578125
2022-07-13,3801.780029296875,137.17999267578125
2022-07-14,3790.3798828125,139.05999755859375
2022-07-15,3863.159912109375,139.9199981689453
2022-07-18,3830.85009765625,138.1300048828125
2022-07-19,3936.68994140625,130.8800048828125
2022-07-20,3959.89990234375,129.17999267578125
2022-07-21,3998.949951171875,127.1500015258789
2022-07-22,3961.6298828125,128.25
2022-07-25,3966.840087890625,128.5399932861328
2022-07-26,3921.050048828125,128.0800018310547
2022-07-27,4023.610107421875,129.1199951171875
2022-07-28,4072.429931640625,129.22000122070312
2022-07-29,4130.2900390625,130.7899932861328
2022-08-01,4118.6298828125,132.0399932861328
2022-08-02,4091.18994140625,131.80999755859375
2022-08-03,4155.169921875,132.33999633789062
2022-08-04,4151.93994140625,131.63999938964844
2022-08-05,4145.18994140625,132.47999572753906
2022-08-08,4140.06005859375,132.61000061035156
2022-08-09,4122.47021484375,129.47000122070312
2022-08-10,4210.240234375,131.5
2022-08-11,4207.27001953125,132.5399932861328
2022-08-12,4280.14990234375,134.00999450683594
2022-08-15,4297.14013671875,134.92999267578125
2022-08-16,4305.2001953125,136.55999755859375
2022-08-17,4274.0400390625,137.7899932861328
2022-08-18,4283.740234375,139.07000732421875
2022-08-19,4228.47998046875,138.3699951171875
2022-08-22,4137.990234375,135.5500030517578
2022-08-23,4128.72998046875,134.74000549316406
2022-08-24,4140.77001953125,133.22999572753906
2022-08-25,4199.1201171875,133.97999572753906
2022-08-26,4057.659912109375,130.3800048828125
2022-08-29,4030.610107421875,130.30999755859375
2022-08-30,3986.159912109375,129.5800018310547
2022-08-31,3955.0,128.4499969482422
2022-09-01,3966.85009765625,129.66000366210938
